CustomerID,Age,Gender,MaritalStatus,IncomeLevel,total_spent,avg_spent,std_spent,transaction_count,min_spent,max_spent,transaction_period_days,spent_books,spent_clothing,spent_electronics,spent_furniture,spent_groceries,total_interactions,resolved_interactions,resolution_rate,LastLoginDate,LoginFrequency,ServiceUsage,ChurnStatus
361,47,M,Single,High,2348.41,260.9344444444444,169.25057305007203,9,8.31,454.51,333,0.0,815.9300000000001,837.48,0.0,695.0,0.0,0.0,0.0,2023-04-19,49,Mobile App,0
790,60,M,Widowed,Medium,2782.16,309.12888888888887,131.93991373390807,9,73.32,437.03,239,201.93,967.25,753.74,0.0,859.24,1.0,1.0,1.0,2023-04-28,10,Website,0
363,41,F,Single,Low,1514.16,168.24,149.71296311609092,9,5.53,403.16,295,438.28000000000003,459.52,106.05,510.31000000000006,0.0,1.0,1.0,1.0,2023-01-01,27,Online Banking,0
575,32,F,Widowed,Medium,1550.26,172.2511111111111,117.13573135944094,9,48.33,369.25,298,283.52,245.89999999999998,595.02,425.82,0.0,2.0,1.0,0.5,2023-07-10,21,Mobile App,0
870,29,M,Married,High,358.81,358.81,0.0,1,358.81,358.81,0,0.0,0.0,0.0,358.81,0.0,1.0,0.0,0.0,2023-01-18,36,Website,0
47,50,F,Married,Medium,1466.37,209.48142857142855,102.09593877469229,7,49.88,336.93,234,158.06,303.45,49.88,774.5,180.48,0.0,0.0,0.0,2023-04-19,21,Website,0
467,69,M,Divorced,Low,1104.21,276.0525,167.40114284257442,4,26.5,382.23,284,358.72,363.26,0.0,0.0,382.23,1.0,1.0,1.0,2023-12-17,9,Website,0
944,21,F,Divorced,Low,1280.1000000000001,256.02000000000004,210.48299919470932,5,20.16,460.41,214,839.5,0.0,0.0,20.16,420.44,2.0,1.0,0.5,2023-06-04,30,Website,0
871,68,F,Single,Medium,1268.83,317.2075,185.1842976379657,4,41.78,435.69,295,41.78,791.36,0.0,0.0,435.69,2.0,1.0,0.5,2023-09-16,38,Online Banking,0
729,23,F,Married,Low,161.07,80.535,8.746910883277597,2,74.35,86.72,251,86.72,74.35,0.0,0.0,0.0,1.0,1.0,1.0,2023-02-09,45,Mobile App,0
190,40,M,Divorced,Low,1417.97,202.56714285714287,124.13249006797612,7,62.29,399.7,305,124.39,0.0,278.39,0.0,1015.19,1.0,0.0,0.0,2023-04-01,22,Website,1
839,21,M,Single,Low,1182.6,236.51999999999998,116.80377455373606,5,58.22,382.76,248,0.0,382.76,311.87,266.24,221.73,0.0,0.0,0.0,2023-06-28,29,Mobile App,0
568,28,M,Divorced,High,1051.21,350.40333333333336,150.1616866358837,3,180.83,466.53,152,0.0,0.0,180.83,0.0,870.38,1.0,1.0,1.0,2023-08-16,32,Online Banking,0
207,39,F,Divorced,High,1799.17,224.89625,134.1774142094286,8,79.46,415.96,297,466.87,191.44,574.55,0.0,566.31,0.0,0.0,0.0,2023-03-28,43,Website,0
436,40,F,Widowed,Medium,543.99,181.33,180.48936256743775,3,9.43,369.33,138,165.23,9.43,0.0,369.33,0.0,2.0,1.0,0.5,2023-09-18,47,Website,0
909,67,M,Widowed,Low,718.24,239.41333333333333,197.5488983349017,3,68.35,455.63,131,455.63,0.0,262.61,0.0,0.0,0.0,0.0,0.0,2023-02-02,27,Online Banking,0
92,21,F,Divorced,Low,2265.28,283.16,150.7763232644398,8,74.37,432.99,189,400.48,187.74,432.99,481.47,762.6,2.0,1.0,0.5,2023-07-01,37,Mobile App,0
664,42,F,Widowed,Medium,1972.94,328.8233333333333,163.48339410064455,6,31.35,480.09,285,314.72,31.35,855.72,0.0,771.15,1.0,0.0,0.0,2023-08-24,45,Online Banking,0
211,42,M,Divorced,Medium,1222.21,203.70166666666668,132.23558196138688,6,6.09,343.11,327,417.44,267.33,0.0,537.44,0.0,0.0,0.0,0.0,2023-03-03,35,Online Banking,0
569,69,F,Widowed,Low,1550.8500000000001,258.475,136.29845336613326,6,86.54,423.99,207,422.24,222.58,269.34000000000003,636.69,0.0,1.0,1.0,1.0,2023-11-22,38,Online Banking,0
813,50,M,Single,Medium,2206.29,275.78625,160.46812045988628,8,35.03,460.83,310,1357.39,0.0,284.25,379.31,185.34,0.0,0.0,0.0,2023-12-08,49,Website,0
401,28,F,Divorced,Medium,1273.3600000000001,318.34000000000003,160.6551688140368,4,105.24,453.49,308,453.49,0.0,105.24,714.63,0.0,2.0,1.0,0.5,2023-08-22,28,Website,0
318,62,F,Single,High,2145.44,268.18,151.67258458365413,8,89.07,463.05,351,463.05,89.07,96.54,584.05,912.73,0.0,0.0,0.0,2023-09-11,44,Website,0
164,58,F,Widowed,Low,955.49,191.098,91.14342088159736,5,53.41,303.76,286,414.14,303.76,0.0,237.59,0.0,1.0,1.0,1.0,2023-11-25,2,Website,1
551,45,F,Married,High,3027.91,336.4344444444444,89.21437175577587,9,196.6,433.34,268,1025.9,735.13,260.8,572.74,433.34,2.0,0.0,0.0,2023-01-03,45,Mobile App,0
875,69,F,Divorced,High,2066.71,258.33875,154.81179453383297,8,81.49,443.99,157,840.73,514.1,186.4,525.48,0.0,0.0,0.0,0.0,2023-12-02,9,Website,0
187,21,F,Widowed,Medium,513.26,256.63,334.30594400937593,2,20.24,493.02,204,20.24,493.02,0.0,0.0,0.0,2.0,2.0,1.0,2023-01-09,30,Mobile App,0
311,35,M,Widowed,High,592.9,118.58,62.73789006652997,5,61.53,191.8,215,191.8,179.18,0.0,157.68,64.24,2.0,2.0,1.0,2023-07-07,46,Mobile App,1
635,59,F,Widowed,High,1574.74,314.948,114.58304442630245,5,163.43,455.66,102,891.8100000000001,682.93,0.0,0.0,0.0,1.0,0.0,0.0,2023-12-10,26,Online Banking,0
358,69,F,Divorced,Medium,2282.8900000000003,253.6544444444445,142.4589179475184,9,61.93,449.47,243,723.55,355.97,268.92,484.98,449.47,1.0,0.0,0.0,2023-01-17,24,Mobile App,1
754,69,M,Widowed,Medium,1122.07,280.5175,112.87614491851973,4,138.67,405.13,236,323.96,405.13,0.0,0.0,392.98,0.0,0.0,0.0,2023-11-04,46,Website,0
354,54,M,Divorced,Medium,324.4,108.13333333333333,105.22151601898413,3,16.41,223.0,103,239.41,0.0,0.0,84.99,0.0,1.0,0.0,0.0,2023-07-13,49,Online Banking,0
700,40,M,Married,High,2810.28,351.285,132.31068847872527,8,122.61,498.56,222,379.77000000000004,498.56,853.73,343.42,734.8,2.0,1.0,0.5,2023-12-18,38,Online Banking,0
814,51,F,Divorced,High,1650.27,183.36333333333334,106.33215600184171,9,65.05,360.71,250,622.93,309.76,389.03000000000003,237.31,91.24,2.0,2.0,1.0,2023-05-22,3,Online Banking,0
683,55,F,Married,Low,1383.28,276.656,102.7779666562829,5,163.04,435.35,292,264.2,956.04,0.0,163.04,0.0,2.0,1.0,0.5,2023-08-19,26,Online Banking,0
193,29,M,Widowed,Low,270.34,270.34,0.0,1,270.34,270.34,0,0.0,270.34,0.0,0.0,0.0,2.0,1.0,0.5,2023-05-11,34,Website,0
753,52,F,Divorced,Medium,1560.95,260.15833333333336,150.15778253779146,6,99.89,475.21,234,691.8299999999999,0.0,417.24,181.76,270.12,2.0,1.0,0.5,2023-06-26,23,Online Banking,1
698,63,F,Divorced,Low,273.02,136.51,152.2966585319586,2,28.82,244.2,149,0.0,0.0,0.0,273.02,0.0,0.0,0.0,0.0,2023-07-03,35,Website,0
427,62,F,Divorced,Low,521.56,173.85333333333332,72.06298656962068,3,130.19,257.03,223,134.34,0.0,0.0,257.03,130.19,2.0,2.0,1.0,2023-08-14,13,Online Banking,0
331,36,M,Divorced,High,908.3199999999999,181.664,131.92066680395456,5,11.94,341.44,213,84.3,11.94,230.85,239.79,341.44,2.0,1.0,0.5,2023-01-02,30,Website,0
684,23,M,Single,Medium,1240.94,248.18800000000002,110.87336772191958,5,132.76,396.58,289,0.0,396.58,487.38,224.22,132.76,1.0,1.0,1.0,2023-07-24,48,Mobile App,0
802,43,M,Divorced,High,504.29,252.145,258.20004115026785,2,69.57,434.72,153,0.0,504.29,0.0,0.0,0.0,2.0,1.0,0.5,2023-09-07,24,Mobile App,0
399,63,M,Married,Medium,568.35,284.175,22.973899320750935,2,267.93,300.42,220,267.93,0.0,0.0,300.42,0.0,1.0,1.0,1.0,2023-06-02,33,Website,0
476,35,M,Widowed,Medium,2145.93,268.24125,135.879922877044,8,69.46,429.79,258,0.0,331.66999999999996,0.0,1475.01,339.25,1.0,1.0,1.0,2023-01-30,34,Mobile App,0
902,58,F,Married,Low,1040.2,148.6,143.64967107515423,7,7.49,405.51,263,153.29000000000002,0.0,685.99,118.46000000000001,82.46,2.0,1.0,0.5,2023-09-17,39,Online Banking,0
968,48,M,Married,Low,344.12,172.06,183.1406563273158,2,42.56,301.56,83,0.0,0.0,0.0,301.56,42.56,1.0,1.0,1.0,2023-01-17,22,Online Banking,0
359,26,M,Single,Low,2154.17,269.27125,157.38230372816923,8,49.37,491.53,254,491.53,462.63,536.07,240.06,423.88,1.0,1.0,1.0,2023-05-03,36,Website,0
986,55,F,Single,Low,1392.61,198.9442857142857,117.72480436129321,7,98.39,389.93,256,0.0,613.25,389.93,291.04,98.39,2.0,2.0,1.0,2023-11-08,49,Online Banking,0
937,34,M,Widowed,Medium,1842.6599999999999,263.2371428571428,127.5128551315887,7,96.92,396.13,183,500.47999999999996,96.92,358.06,0.0,887.2,2.0,1.0,0.5,2023-03-30,24,Mobile App,1
873,68,M,Divorced,Medium,868.72,289.5733333333333,128.91677560865898,3,154.15,410.81,236,0.0,303.76,0.0,154.15,410.81,0.0,0.0,0.0,2023-10-20,46,Website,0
235,23,M,Divorced,High,770.5,256.8333333333333,230.69452124689337,3,15.54,475.22,187,0.0,0.0,770.5,0.0,0.0,2.0,0.0,0.0,2023-12-28,15,Mobile App,0
451,42,M,Widowed,Medium,364.46,182.23,214.7624715819782,2,30.37,334.09,20,0.0,0.0,0.0,30.37,334.09,2.0,1.0,0.5,2023-07-13,42,Mobile App,0
453,54,F,Married,High,346.54,346.54,0.0,1,346.54,346.54,0,0.0,0.0,346.54,0.0,0.0,0.0,0.0,0.0,2023-04-20,33,Online Banking,0
917,47,F,Widowed,High,1799.3600000000001,224.92000000000002,123.27066016349087,8,32.44,383.17,308,280.93,0.0,0.0,872.4,646.03,1.0,1.0,1.0,2023-05-10,9,Mobile App,0
156,34,F,Widowed,High,702.9200000000001,100.41714285714286,64.67766505636129,7,40.42,213.27,162,193.88,0.0,213.27,49.77,246.0,0.0,0.0,0.0,2023-06-30,11,Mobile App,0
257,21,F,Widowed,Low,92.62,92.62,0.0,1,92.62,92.62,0,0.0,0.0,0.0,92.62,0.0,1.0,1.0,1.0,2023-01-31,39,Website,0
903,44,M,Married,Low,762.78,190.695,204.29246135544665,4,7.92,382.45,108,402.84,0.0,0.0,7.92,352.02,1.0,1.0,1.0,2023-06-22,48,Mobile App,1
325,29,F,Divorced,Medium,553.79,276.895,141.15972672827044,2,177.08,376.71,35,0.0,177.08,0.0,376.71,0.0,2.0,0.0,0.0,2023-09-30,41,Online Banking,0
123,31,M,Widowed,Medium,938.58,312.86,170.41733362542675,3,119.9,442.76,179,0.0,0.0,442.76,0.0,495.82000000000005,2.0,2.0,1.0,2023-03-15,23,Mobile App,1
556,25,M,Married,Low,2132.54,304.6485714285714,120.65488516544083,7,83.91,444.42,351,83.91,774.46,281.8,0.0,992.3700000000001,1.0,1.0,1.0,2023-02-09,42,Online Banking,0
72,19,F,Divorced,High,1080.4,180.0666666666667,152.0019999429832,6,20.1,388.6,307,0.0,593.5400000000001,371.92,0.0,114.94,2.0,1.0,0.5,2023-04-25,25,Online Banking,1
204,50,F,Widowed,Medium,454.14,227.07,214.90389293821548,2,75.11,379.03,31,379.03,0.0,0.0,75.11,0.0,2.0,1.0,0.5,2023-05-08,38,Online Banking,0
157,50,M,Married,Low,2412.6800000000003,344.66857142857145,151.21240452076802,7,127.19,496.79,287,127.19,811.94,0.0,157.24,1316.31,0.0,0.0,0.0,2023-06-13,27,Mobile App,0
159,56,M,Married,High,25.75,25.75,0.0,1,25.75,25.75,0,0.0,0.0,25.75,0.0,0.0,2.0,0.0,0.0,2023-05-11,18,Website,0
578,24,F,Married,High,715.6,238.53333333333333,215.84502434231217,3,102.66,487.42,133,487.42,0.0,102.66,125.52,0.0,1.0,1.0,1.0,2023-04-23,30,Mobile App,0
143,68,F,Widowed,Low,343.27,171.635,38.68581199871603,2,144.28,198.99,12,343.27,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2023-12-25,13,Website,0
100,41,F,Married,Low,1108.56,277.14,190.90220410810696,4,13.36,453.32,313,0.0,383.67,0.0,0.0,724.89,2.0,2.0,1.0,2023-06-02,45,Online Banking,1
313,38,M,Divorced,Low,34.91,34.91,0.0,1,34.91,34.91,0,0.0,0.0,0.0,34.91,0.0,0.0,0.0,0.0,2023-06-19,11,Online Banking,0
213,59,F,Widowed,Medium,2092.89,298.9842857142857,118.99239469494717,7,117.24,405.27,357,396.02,0.0,1346.26,0.0,350.61,1.0,1.0,1.0,2023-02-23,30,Website,1
731,42,F,Married,High,1559.5,194.9375,145.68325590128742,8,45.32,433.53,244,792.04,244.67,334.74,130.01,58.04,0.0,0.0,0.0,2023-12-20,15,Online Banking,0
147,19,F,Widowed,High,2260.34,282.5425,152.8084335509193,8,78.65,489.82,306,203.23,1142.48,0.0,128.42,786.21,2.0,1.0,0.5,2023-09-02,34,Mobile App,0
57,46,F,Divorced,High,597.75,199.25,105.46292429095641,3,86.35,295.23,280,86.35,0.0,295.23,0.0,216.17,1.0,0.0,0.0,2023-07-20,44,Online Banking,0
328,35,F,Married,Medium,848.26,169.652,130.24596604117917,5,6.69,346.34,294,127.76,0.0,593.04,0.0,127.46,0.0,0.0,0.0,2023-04-17,49,Mobile App,0
184,32,M,Widowed,High,97.19,48.595,45.007346622523755,2,16.77,80.42,234,0.0,0.0,0.0,80.42,16.77,0.0,0.0,0.0,2023-04-14,41,Online Banking,0
878,47,M,Single,Medium,2181.62,272.7025,145.85277574615142,8,73.24,467.13,272,301.83,823.24,318.21,177.75,560.5899999999999,0.0,0.0,0.0,2023-08-05,47,Website,0
868,56,M,Married,High,1858.01,309.66833333333335,93.3288659347507,6,139.2,385.35,283,1023.69,139.2,319.74,375.38,0.0,0.0,0.0,0.0,2023-07-22,12,Website,0
804,44,M,Divorced,High,2218.53,316.9328571428572,134.28996285579026,7,144.15,461.38,250,0.0,1043.84,144.15,176.28,854.26,1.0,1.0,1.0,2023-12-19,37,Website,0
5,21,M,Divorced,Medium,2001.49,250.18625,129.77820903784823,8,69.86,475.69,303,0.0,0.0,683.54,398.89,919.06,0.0,0.0,0.0,2023-10-27,41,Website,0
46,57,F,Married,High,134.67,134.67,0.0,1,134.67,134.67,0,0.0,0.0,134.67,0.0,0.0,0.0,0.0,0.0,2023-07-31,24,Online Banking,1
62,23,F,Married,High,840.0,210.0,127.90042663468067,4,91.91,359.92,326,91.91,272.02,359.92,0.0,116.15,2.0,2.0,1.0,2023-08-27,16,Mobile App,0
904,48,M,Single,High,1684.39,240.62714285714287,184.2237870737911,7,24.01,462.82,327,218.44,851.6,614.35,0.0,0.0,1.0,1.0,1.0,2023-11-24,36,Mobile App,0
31,34,M,Divorced,Low,1108.56,221.712,91.47003646003428,5,101.96,314.38,330,507.83,498.77,0.0,101.96,0.0,2.0,2.0,1.0,2023-08-17,23,Online Banking,0
547,37,M,Single,Medium,716.14,238.71333333333334,142.47439676423738,3,147.36,402.88,324,550.24,165.9,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-22,29,Website,0
883,61,M,Single,Medium,776.71,110.95857142857143,131.01286125524362,7,11.93,355.43,224,44.91,11.93,387.28000000000003,19.26,313.33,2.0,0.0,0.0,2023-10-15,4,Website,0
660,45,F,Married,High,2676.26,334.5325,139.51520088711277,8,14.51,469.91,282,370.87,326.68,713.12,932.97,332.62,2.0,1.0,0.5,2023-08-13,8,Mobile App,0
855,20,M,Married,Low,2656.16,332.02,70.20056837376747,8,201.95,425.26,312,1006.9000000000001,0.0,607.3399999999999,414.71,627.21,2.0,1.0,0.5,2023-09-25,37,Online Banking,0
155,69,M,Divorced,Low,1883.08,235.385,184.44834003822626,8,29.66,433.5,236,29.66,646.47,779.5,0.0,427.45,2.0,2.0,1.0,2023-04-08,18,Website,0
182,21,F,Single,Medium,1491.65,298.33000000000004,162.2945572100309,5,90.94,480.14,286,168.89,359.68,482.94,480.14,0.0,2.0,2.0,1.0,2023-06-12,32,Online Banking,0
171,52,F,Single,High,2532.71,361.8157142857143,109.93541450281053,7,230.56,477.4,257,691.0699999999999,262.49,426.22,477.4,675.53,1.0,1.0,1.0,2023-05-04,8,Mobile App,0
81,18,F,Widowed,Low,2181.77,272.72125,161.3553819047969,8,97.01,494.59,219,483.95,975.6099999999999,0.0,287.48,434.73,0.0,0.0,0.0,2023-12-03,40,Website,1
553,48,F,Divorced,High,2125.61,303.65857142857146,191.26101714921518,7,70.02,494.3,258,446.46,508.47999999999996,571.0,438.49,161.18,0.0,0.0,0.0,2023-11-24,46,Website,0
984,63,F,Divorced,High,1127.04,140.88,148.35013053102256,8,10.73,388.45,341,164.04999999999998,70.08,872.24,20.67,0.0,1.0,1.0,1.0,2023-05-01,44,Website,0
602,52,M,Widowed,Medium,1158.83,128.7588888888889,97.16753514477514,9,27.48,277.26,217,133.57,0.0,277.26,378.55000000000007,369.45,0.0,0.0,0.0,2023-05-13,37,Mobile App,1
304,53,F,Married,High,695.73,231.91,121.73615855611675,3,117.58,359.9,67,0.0,117.58,0.0,359.9,218.25,1.0,0.0,0.0,2023-04-28,5,Online Banking,0
291,34,F,Divorced,High,1572.74,262.12333333333333,107.80937819441624,6,153.67,448.61,154,288.47,606.9200000000001,0.0,408.32,269.03,2.0,0.0,0.0,2023-09-26,15,Website,0
423,53,F,Divorced,Low,1329.4499999999998,265.89,157.3205681085598,5,80.89,497.02,319,0.0,1104.79,224.66,0.0,0.0,0.0,0.0,0.0,2023-04-04,4,Mobile App,0
12,41,F,Married,Low,87.1,87.1,0.0,1,87.1,87.1,0,0.0,0.0,87.1,0.0,0.0,2.0,1.0,0.5,2023-12-31,43,Website,0
527,44,M,Married,Low,343.51,114.50333333333333,90.43764113096567,3,16.41,194.57,220,0.0,0.0,194.57,148.94,0.0,0.0,0.0,0.0,2023-12-28,44,Online Banking,0
645,68,M,Widowed,Medium,328.56,328.56,0.0,1,328.56,328.56,0,0.0,0.0,328.56,0.0,0.0,2.0,1.0,0.5,2023-06-28,46,Website,0
517,54,F,Divorced,Low,1073.98,214.796,141.51633096572283,5,71.46,406.43,274,384.87,0.0,282.68,0.0,406.43,0.0,0.0,0.0,2023-01-11,11,Online Banking,0
158,18,F,Married,Low,1471.29,210.18428571428572,154.7219417597412,7,8.89,408.06,259,200.86,258.83,408.06,573.84,29.7,0.0,0.0,0.0,2023-10-03,30,Online Banking,0
402,64,M,Single,Medium,609.5799999999999,304.78999999999996,81.99610234639206,2,246.81,362.77,119,246.81,0.0,362.77,0.0,0.0,2.0,1.0,0.5,2023-08-11,43,Mobile App,1
283,51,F,Widowed,Low,1362.8600000000001,272.572,125.49742296158911,5,70.86,411.04,229,0.0,70.86,0.0,1292.0,0.0,0.0,0.0,0.0,2023-09-20,17,Online Banking,1
628,59,F,Divorced,High,67.65,67.65,0.0,1,67.65,67.65,0,0.0,0.0,0.0,0.0,67.65,1.0,1.0,1.0,2023-01-16,42,Website,0
692,53,F,Single,Low,1421.26,284.252,231.1645318166262,5,10.83,463.28,298,443.65,474.10999999999996,503.5,0.0,0.0,0.0,0.0,0.0,2023-06-24,29,Website,0
118,66,M,Divorced,Medium,1625.39,270.89833333333337,128.23296478155166,6,70.57,405.37,327,346.98,381.51,563.53,333.37,0.0,1.0,0.0,0.0,2023-10-01,34,Online Banking,0
760,59,M,Single,Medium,477.75,477.75,0.0,1,477.75,477.75,0,0.0,0.0,0.0,0.0,477.75,2.0,1.0,0.5,2023-01-30,13,Online Banking,0
508,61,F,Divorced,Low,1536.61,307.322,89.02592891961307,5,225.5,436.7,269,874.41,0.0,0.0,225.5,436.7,0.0,0.0,0.0,2023-10-21,33,Online Banking,0
672,42,F,Single,Low,77.31,77.31,0.0,1,77.31,77.31,0,77.31,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2023-04-01,45,Mobile App,0
778,25,F,Single,High,2064.51,229.39000000000001,140.8093291476101,9,49.28,446.03,302,350.37,105.83,487.18,430.53000000000003,690.5999999999999,2.0,1.0,0.5,2023-07-24,6,Online Banking,0
332,46,M,Widowed,High,1577.44,315.488,114.23947815882214,5,153.84,432.05,240,690.21,0.0,0.0,0.0,887.23,0.0,0.0,0.0,2023-12-06,6,Website,0
604,27,M,Divorced,Low,437.92999999999995,145.97666666666666,143.61143629019708,3,15.8,300.03,76,0.0,300.03,122.1,0.0,15.8,2.0,1.0,0.5,2023-05-06,31,Website,0
773,66,M,Divorced,Medium,1918.91,239.86375,160.0266139416905,8,48.41,455.92,243,410.61,674.29,516.97,0.0,317.04,0.0,0.0,0.0,2023-07-07,35,Website,0
391,18,F,Married,Low,1990.15,284.3071428571429,123.69494326962682,7,122.33,477.82,278,907.31,877.26,0.0,205.58,0.0,0.0,0.0,0.0,2023-07-21,30,Mobile App,0
103,39,M,Widowed,Low,2297.73,255.30333333333334,140.70201233457894,9,68.4,469.32,353,156.75,740.6800000000001,380.35,1019.95,0.0,2.0,2.0,1.0,2023-04-27,46,Mobile App,0
483,54,F,Divorced,Medium,1262.48,210.41333333333333,183.9909402842071,6,47.23,444.73,305,0.0,308.09000000000003,108.49000000000001,444.73,401.17,1.0,0.0,0.0,2023-03-23,34,Mobile App,0
793,44,F,Married,High,1189.15,198.1916666666667,178.9373153276495,6,25.55,433.81,136,78.44,189.83,920.88,0.0,0.0,1.0,1.0,1.0,2023-10-14,32,Website,0
217,29,M,Married,Low,2576.78,322.0975,98.91179819126012,8,184.45,453.54,279,360.24,1239.52,298.23,678.79,0.0,1.0,0.0,0.0,2023-08-14,1,Online Banking,1
897,59,F,Single,High,2125.28,265.66,164.04916867469078,8,5.76,467.83,277,979.26,5.76,47.57,824.14,268.55,2.0,0.0,0.0,2023-08-21,10,Mobile App,0
577,69,M,Divorced,High,2373.23,296.65375,121.74621600895858,8,98.8,395.48,196,393.67,0.0,299.01,557.26,1123.29,1.0,0.0,0.0,2023-04-25,35,Website,1
590,38,M,Widowed,High,1383.59,153.73222222222222,136.14506415748036,9,17.79,463.01,307,187.45999999999998,55.54,0.0,394.97,745.62,0.0,0.0,0.0,2023-10-14,21,Mobile App,0
636,20,M,Single,Medium,1041.72,208.344,143.64381236238475,5,42.79,347.79,294,63.8,0.0,283.02,0.0,694.9,2.0,1.0,0.5,2023-09-27,7,Online Banking,0
931,44,F,Married,Medium,1985.28,397.056,107.86233578038257,5,218.68,481.74,314,453.4,1159.02,0.0,0.0,372.86,1.0,0.0,0.0,2023-03-10,46,Mobile App,0
662,18,F,Single,High,758.41,189.6025,135.7001897259789,4,32.79,338.38,124,338.38,0.0,32.79,387.24,0.0,0.0,0.0,0.0,2023-09-01,26,Mobile App,0
237,61,M,Divorced,Low,398.99,398.99,0.0,1,398.99,398.99,0,0.0,0.0,398.99,0.0,0.0,0.0,0.0,0.0,2023-01-13,16,Online Banking,1
